dataset,source_csv,has_italy,rows,country_col,status,out
Technology Diffusion - Comin and Hobijn (2004) and others,Technology Diffusion - Comin and Hobijn (2004) and others.csv,False,0,,read_fail: No columns to parse from file,
Temporary accommodation in England - UK Government (2018),Temporary accommodation in England - UK Government (2018).csv,False,0,Entity,ok,
Terrain Ruggedness Index - Nunn and Puga (2012),Terrain Ruggedness Index - Nunn and Puga (2012).csv,True,1,Entity,ok,sources/owid-datasets/italy/Terrain_Ruggedness_Index_-_Nunn_and_Puga_2012_f533bf9c.csv
Terrorist attack by target type - Global Terrorism Database (2018),Terrorist attack by target type - Global Terrorism Database (2018).csv,True,46,Entity,ok,sources/owid-datasets/italy/Terrorist_attack_by_target_type_-_Global_Terrorism_Database_2018_1bd96e5d.csv
Terrorist attacks by type - Global Terrorism Database (2018),Terrorist attacks by type - Global Terrorism Database (2018).csv,True,46,Entity,ok,sources/owid-datasets/italy/Terrorist_attacks_by_type_-_Global_Terrorism_Database_2018_5eb4ba73.csv
Terrorist attacks by weapon type - Global Terrorism Database (2018),Terrorist attacks by weapon type - Global Terrorism Database (2018).csv,True,46,Entity,ok,sources/owid-datasets/italy/Terrorist_attacks_by_weapon_type_-_Global_Terrorism_Database_2018_824760d7.csv
Tetanus Neonatal Rate - calculated from WHO incidence (2017) and WDI population data - Hannah Behren,Tetanus Neonatal Rate - calculated from WHO incidence (2017) and WDI population data - Hannah Behren.csv,True,31,Entity,ok,sources/owid-datasets/italy/Tetanus_Neonatal_Rate_-_calculated_from_WHO_incidence_2017_and_WDI_population_data_-_Hannah_Behren_b3c691b8.csv
The allocation of time over five decades - Aguiar and Hurst (2006),The allocation of time over five decades - Aguiar and Hurst (2006).csv,False,0,Entity,ok,
The world's number and share of vaccinated one-year-olds ,The world's number and share of vaccinated one-year-olds .csv,False,0,Entity,ok,
Time spent on domestic work – UN (2017) and OECD (2014),Time spent on domestic work – UN (2017) and OECD (2014).csv,True,2,Entity,ok,sources/owid-datasets/italy/Time_spent_on_domestic_work_UN_2017_and_OECD_2014_07ee805b.csv
"Time spent, participation time, and participation rates - Eurostat","Time spent, participation time, and participation rates - Eurostat.csv",True,2,Entity,ok,sources/owid-datasets/italy/Time_spent_participation_time_and_participation_rates_-_Eurostat_3939805c.csv
Time use in Finland - Statistics Finland,Time use in Finland - Statistics Finland.csv,False,0,Entity,ok,
Time use in Sweden - Statistics Sweden,Time use in Sweden - Statistics Sweden.csv,False,0,Entity,ok,
Top 1% wealth shares - Chartbook of Economic Inequality (2017),Top 1% wealth shares - Chartbook of Economic Inequality (2017).csv,True,12,Entity,ok,sources/owid-datasets/italy/Top_1_wealth_shares_-_Chartbook_of_Economic_Inequality_2017_c5d07b5a.csv
Top Net Personal Wealth Shares – WID (2018),Top Net Personal Wealth Shares – WID (2018).csv,False,0,Entity,ok,
Top income shares – World Wealth and Income Database (2018),Top income shares – World Wealth and Income Database (2018).csv,True,34,Entity,ok,sources/owid-datasets/italy/Top_income_shares_World_Wealth_and_Income_Database_2018_4eac391d.csv
Top marginal income tax rate – Reynolds (2008),Top marginal income tax rate – Reynolds (2008).csv,True,3,Entity,ok,sources/owid-datasets/italy/Top_marginal_income_tax_rate_Reynolds_2008_3ed44613.csv
Total Economy Productivity Growth - OECD,Total Economy Productivity Growth - OECD.csv,True,46,Entity,ok,sources/owid-datasets/italy/Total_Economy_Productivity_Growth_-_OECD_a848c10a.csv
Total cases of poliomyelitis virus by country and year from 1980 onwards - WHO (2020),Total cases of poliomyelitis virus by country and year from 1980 onwards - WHO (2020).csv,True,40,Entity,ok,sources/owid-datasets/italy/Total_cases_of_poliomyelitis_virus_by_country_and_year_from_1980_onwards_-_WHO_2020_2b3831d2.csv
"Total fertility by region, 2020-2100 medium variant projection - UN Population Division (2015 revisi","Total fertility by region, 2020-2100 medium variant projection - UN Population Division (2015 revisi.csv",False,0,Entity,ok,
Total gross official disbursements for medical research and basic heath sectors - OECD,Total gross official disbursements for medical research and basic heath sectors - OECD.csv,False,0,Entity,ok,
"Total population - Gapminder, UN Population Division","Total population - Gapminder, UN Population Division.csv",True,199,Entity,ok,sources/owid-datasets/italy/Total_population_-_Gapminder_UN_Population_Division_dd4d1bfe.csv
"Total population by broad age group, both sexes, 1950-2100 - UN Population Division (2015)","Total population by broad age group, both sexes, 1950-2100 - UN Population Division (2015).csv",True,151,Entity,ok,sources/owid-datasets/italy/Total_population_by_broad_age_group_both_sexes_1950-2100_-_UN_Population_Division_2015_ab6c0ffa.csv
Total value of exports by country to world (%GDP) (OWID calculations based on Fouquin and Hugot (CEP,Total value of exports by country to world (%GDP) (OWID calculations based on Fouquin and Hugot (CEP.csv,True,151,Entity,ok,sources/owid-datasets/italy/Total_value_of_exports_by_country_to_world_GDP_OWID_calculations_based_on_Fouquin_and_Hugot_CEP_0ca21b4f.csv
Tourism data by World Region - UNWTO (2019),Tourism data by World Region - UNWTO (2019).csv,False,0,Entity,ok,
Trade share by type of trade (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Trade share by type of trade (OWID calculations based on NBER- United Nations Trade Data 1962-2000).csv,True,39,Entity,ok,sources/owid-datasets/italy/Trade_share_by_type_of_trade_OWID_calculations_based_on_NBER-_United_Nations_Trade_Data_1962-2000_8719f427.csv
Trade share with capital- and labor-intensive countries (OWID calculations based on Fouquin and Hugo,Trade share with capital- and labor-intensive countries (OWID calculations based on Fouquin and Hugo.csv,True,151,Entity,ok,sources/owid-datasets/italy/Trade_share_with_capital-_and_labor-intensive_countries_OWID_calculations_based_on_Fouquin_and_Hugo_5a2c9460.csv
Trade – Giovanni and Tena-Junguito (2016),Trade – Giovanni and Tena-Junguito (2016).csv,False,0,Entity,ok,
Transistors per microprocessor - Rupp & Horowitz,Transistors per microprocessor - Rupp & Horowitz.csv,False,0,,read_fail: No columns to parse from file,
Tree density (Crowther et al. 2015),Tree density (Crowther et al. 2015).csv,True,1,Entity,ok,sources/owid-datasets/italy/Tree_density_Crowther_et_al_2015_32eae794.csv
Tropical deforestation by country or region (Pendrill et al. (2019)),Tropical deforestation by country or region (Pendrill et al. (2019)).csv,False,0,Entity,ok,
Trust – Eurostat,Trust – Eurostat.csv,False,0,,read_fail: No columns to parse from file,
Trust – World Value Survey,Trust – World Value Survey.csv,True,1,Entity,ok,sources/owid-datasets/italy/Trust_World_Value_Survey_9a4e9ae2.csv
UCDP!PRIO Armed Conflict Dataset version 17.2 (direct form UCDP),UCDP!PRIO Armed Conflict Dataset version 17.2 (direct form UCDP).csv,False,0,Entity,ok,
UK Butterfly Populations (UK ONS),UK Butterfly Populations (UK ONS).csv,False,0,Entity,ok,
UK Cholera Death over the long-term - ONS,UK Cholera Death over the long-term - ONS.csv,False,0,Entity,ok,
UK Defence Spending - ukpublicspending.com ,UK Defence Spending - ukpublicspending.com .csv,False,0,Entity,ok,
"UK Nominal wage data, price data, and real wage – Bank of England (!Three centuries of macroeconomic","UK Nominal wage data, price data, and real wage – Bank of England (!Three centuries of macroeconomic.csv",False,0,,read_fail: No columns to parse from file,
UN Population Division (2015),UN Population Division (2015).csv,True,30,Entity,ok,sources/owid-datasets/italy/UN_Population_Division_2015_7b2586e3.csv
UN Population Division (Median Age) (2015),UN Population Division (Median Age) (2015).csv,True,31,Entity,ok,sources/owid-datasets/italy/UN_Population_Division_Median_Age_2015_00640e99.csv
UNESCO metadata on literacy (UIS (2017)),UNESCO metadata on literacy (UIS (2017)).csv,True,3,Entity,ok,sources/owid-datasets/italy/UNESCO_metadata_on_literacy_UIS_2017_ddde61b4.csv
US - Public Trust in Government - Pew Research Center,US - Public Trust in Government - Pew Research Center.csv,False,0,,read_fail: No columns to parse from file,
US Corn Yields - USDA (2023),US Corn Yields - USDA (2023).csv,False,0,,read_fail: No columns to parse from file,
US Female Labor Force Participation 1890-2005 - Olivetti (2013),US Female Labor Force Participation 1890-2005 - Olivetti (2013).csv,False,0,Entity,ok,
US Maternal Mortality and FLFP Index - OWID (2017),US Maternal Mortality and FLFP Index - OWID (2017).csv,False,0,Entity,ok,
"US Measles Cases and Deaths (OWID, 2017)","US Measles Cases and Deaths (OWID, 2017).csv",False,0,Entity,ok,
US Opinion on wives working 1936-1998 - OWID compilation,US Opinion on wives working 1936-1998 - OWID compilation.csv,False,0,Entity,ok,
US Revenue Public Schools - US Bureau of the Census and NCES (2017),US Revenue Public Schools - US Bureau of the Census and NCES (2017).csv,False,0,Entity,ok,
USA Consumer Price Index Goods and Services 1997-2017 - US Bureau of Labor Statistics (2017),USA Consumer Price Index Goods and Services 1997-2017 - US Bureau of Labor Statistics (2017).csv,False,0,Entity,ok,
USA Polio cases and deaths 1910-2010 - OWID based on US Public Health Service (1910-1951); US Center,USA Polio cases and deaths 1910-2010 - OWID based on US Public Health Service (1910-1951); US Center.csv,False,0,Entity,ok,
USA patents granted - US Patent & Trademark Office,USA patents granted - US Patent & Trademark Office.csv,False,0,,read_fail: No columns to parse from file,
Ukraine-Russia (Global food based on UN FAO),Ukraine-Russia (Global food based on UN FAO).csv,True,10,Entity,ok,sources/owid-datasets/italy/Ukraine-Russia_Global_food_based_on_UN_FAO_5b54fed4.csv
Ukraine-Russia contribution to global food,Ukraine-Russia contribution to global food.csv,False,0,Entity,ok,
"Unadjusted female-male hourly wage ratios by percentile – Blau, Kahn (2017)","Unadjusted female-male hourly wage ratios by percentile – Blau, Kahn (2017).csv",False,0,Entity,ok,
Under 5 mortality rate [Our World in Data],Under 5 mortality rate [Our World in Data].csv,True,144,Entity,ok,sources/owid-datasets/italy/Under_5_mortality_rate_Our_World_in_Data_39d05786.csv
Under five mortality rate - UN World Population Prospects (2015),Under five mortality rate - UN World Population Prospects (2015).csv,True,13,Entity,ok,sources/owid-datasets/italy/Under_five_mortality_rate_-_UN_World_Population_Prospects_2015_908a35fa.csv
"Unemployment rate, ages 25-54, by education - ILOSTAT (2017)","Unemployment rate, ages 25-54, by education - ILOSTAT (2017).csv",True,20,Entity,ok,sources/owid-datasets/italy/Unemployment_rate_ages_25-54_by_education_-_ILOSTAT_2017_f7d21ca4.csv
United Nations Peacekeeping,United Nations Peacekeeping.csv,False,0,Entity,ok,
United Nations! Human Development Index (HDI),United Nations! Human Development Index (HDI).csv,True,9,Entity,ok,sources/owid-datasets/italy/United_Nations_Human_Development_Index_HDI_9506470b.csv
Urban and rural population 1950-2050 - UN World Urbanization Prospects 2018,Urban and rural population 1950-2050 - UN World Urbanization Prospects 2018.csv,True,101,Entity,ok,sources/owid-datasets/italy/Urban_and_rural_population_1950-2050_-_UN_World_Urbanization_Prospects_2018_316248a8.csv
Urban and rural populations in the United States - US Census Bureau (2010),Urban and rural populations in the United States - US Census Bureau (2010).csv,False,0,Entity,ok,
Urban definition - population threshold (UN; 2018),Urban definition - population threshold (UN; 2018).csv,True,1,Entity,ok,sources/owid-datasets/italy/Urban_definition_-_population_threshold_UN_2018_ac99b36a.csv
Urbanization in the long run - OWID based on the UN World Urbanization Prospects 2018 and others,Urbanization in the long run - OWID based on the UN World Urbanization Prospects 2018 and others.csv,True,105,Entity,ok,sources/owid-datasets/italy/Urbanization_in_the_long_run_-_OWID_based_on_the_UN_World_Urbanization_Prospects_2018_and_others_6234b669.csv
"Urbanization share (European Commission, Atlas of the Human Planet)","Urbanization share (European Commission, Atlas of the Human Planet).csv",False,0,Entity,ok,
Vaccine Coverage and Disease Burden - WHO (2017),Vaccine Coverage and Disease Burden - WHO (2017).csv,True,42,Entity,ok,sources/owid-datasets/italy/Vaccine_Coverage_and_Disease_Burden_-_WHO_2017_b94584a2.csv
Value of global merchandise imports and exports - (Fouquin and Hugot (CEPII 2016) National data),Value of global merchandise imports and exports - (Fouquin and Hugot (CEPII 2016) National data).csv,True,150,Entity,ok,sources/owid-datasets/italy/Value_of_global_merchandise_imports_and_exports_-_Fouquin_and_Hugot_CEPII_2016_National_data_6d692127.csv
Vegetable oil yields (FAO),Vegetable oil yields (FAO).csv,True,59,Entity,ok,sources/owid-datasets/italy/Vegetable_oil_yields_FAO_0e58b496.csv
Violent Victimization - US Bureau of Justice Statistics (2017),Violent Victimization - US Bureau of Justice Statistics (2017).csv,False,0,Entity,ok,
"Violent deaths in conflicts and one-sided violence since 1989, by region and type of violence (UCDP ","Violent deaths in conflicts and one-sided violence since 1989, by region and type of violence (UCDP .csv",False,0,Entity,ok,
Violent discipline in the US (US General Social Survey (2017)),Violent discipline in the US (US General Social Survey (2017)).csv,False,0,Entity,ok,
Violent discipline – UNICEF (2017),Violent discipline – UNICEF (2017).csv,False,0,Entity,ok,
Volcanic eruption deaths (NGDC!NOAA),Volcanic eruption deaths (NGDC!NOAA).csv,True,205,Entity,ok,sources/owid-datasets/italy/Volcanic_eruption_deaths_NGDC_NOAA_892e1429.csv
WHO Vaccination Schedule (2021),WHO Vaccination Schedule (2021).csv,True,28,Entity,ok,sources/owid-datasets/italy/WHO_Vaccination_Schedule_2021_503ffb45.csv
Wages in the manufacturing sector vs. several food prices in the US – U.S. Bureau of Labor Statistic,Wages in the manufacturing sector vs. several food prices in the US – U.S. Bureau of Labor Statistic.csv,False,0,Entity,ok,
"Water and Sanitation (WHO WASH, 2021)","Water and Sanitation (WHO WASH, 2021).csv",True,21,Entity,ok,sources/owid-datasets/italy/Water_and_Sanitation_WHO_WASH_2021_1966e853.csv
Water resources by continent - FAO AQUASTAT,Water resources by continent - FAO AQUASTAT.csv,False,0,Entity,ok,
Water withdrawals and consumption - Aquastat,Water withdrawals and consumption - Aquastat.csv,True,8,Entity,ok,sources/owid-datasets/italy/Water_withdrawals_and_consumption_-_Aquastat_7f4564ba.csv
Watts per MIPS- Kurzweil,Watts per MIPS- Kurzweil.csv,False,0,Entity,ok,
Wealth (total) by component for various country groupings - World Bank (2017),Wealth (total) by component for various country groupings - World Bank (2017).csv,False,0,Entity,ok,
Wealth as percent national income by wealth type – Piketty (2014),Wealth as percent national income by wealth type – Piketty (2014).csv,False,0,Entity,ok,
Wealth per capita by component by country - World Bank (2017),Wealth per capita by component by country - World Bank (2017).csv,False,0,,read_fail: No columns to parse from file,
Wealth per capita by component for various country groupings - World Bank (2017),Wealth per capita by component for various country groupings - World Bank (2017).csv,False,0,Entity,ok,
Weather fatality rates in the US – OWID based on NOAA and Lopez Holle and population data,Weather fatality rates in the US – OWID based on NOAA and Lopez Holle and population data.csv,False,0,Entity,ok,
Weekly home production hours in the USA - Ramey (2009) & Ramey Francis (2009),Weekly home production hours in the USA - Ramey (2009) & Ramey Francis (2009).csv,False,0,Entity,ok,
Wellcome Global Monitor 2020! Covid-19 - Trust questions,Wellcome Global Monitor 2020! Covid-19 - Trust questions.csv,False,0,,read_fail: No columns to parse from file,
Whale catch (Rocha et al.; IWC),Whale catch (Rocha et al.; IWC).csv,False,0,Entity,ok,
Whale catch by decade (Rocha et al. & IWC),Whale catch by decade (Rocha et al. & IWC).csv,False,0,Entity,ok,
Whale populations (Pershing et al. 2010),Whale populations (Pershing et al. 2010).csv,False,0,Entity,ok,
"Wheat prices, long run, in England (Makridakis et al. 1997)","Wheat prices, long run, in England (Makridakis et al. 1997).csv",False,0,Entity,ok,
Who Americans spend time with - American Time Use Survey (2009-2019),Who Americans spend time with - American Time Use Survey (2009-2019).csv,False,0,Entity,ok,
Wildfire data in the US (NIFC),Wildfire data in the US (NIFC).csv,False,0,Entity,ok,
Women's Economic Opportunity 2012 - Economist Intelligence Unit (2012),Women's Economic Opportunity 2012 - Economist Intelligence Unit (2012).csv,True,1,Entity,ok,sources/owid-datasets/italy/Women_s_Economic_Opportunity_2012_-_Economist_Intelligence_Unit_2012_bd4d360b.csv
Women's weekly earnings as a percentage of men's - Bureau of Labor Statistics (2017),Women's weekly earnings as a percentage of men's - Bureau of Labor Statistics (2017).csv,False,0,Entity,ok,
"Women’s Political Representation using Paxton et al (2006), IPU (2017) & WDI (2017) ","Women’s Political Representation using Paxton et al (2006), IPU (2017) & WDI (2017) .csv",False,0,Entity,ok,
Working Hours Data - Huberman & Minns (2007),Working Hours Data - Huberman & Minns (2007).csv,True,13,Entity,ok,sources/owid-datasets/italy/Working_Hours_Data_-_Huberman_Minns_2007_b4b8b128.csv
World Bank Income Thresholds - World Bank (2017),World Bank Income Thresholds - World Bank (2017).csv,False,0,Entity,ok,
World Bank Poverty and Inequality Platform (PIP),World Bank Poverty and Inequality Platform (PIP).csv,False,0,,read_fail: No columns to parse from file,
World Bank Poverty and Inequality Platform (PIP) - 2011 PPPs,World Bank Poverty and Inequality Platform (PIP) - 2011 PPPs.csv,False,0,,read_fail: No columns to parse from file,
World Bank! Education Dataset - World Bank (2015),World Bank! Education Dataset - World Bank (2015).csv,True,15,Entity,ok,sources/owid-datasets/italy/World_Bank_Education_Dataset_-_World_Bank_2015_8ab1213c.csv
World GDP in 2011 int $ – OWID based on World Bank + Maddison (2017),World GDP in 2011 int $ – OWID based on World Bank + Maddison (2017).csv,False,0,,read_fail: No columns to parse from file,
World Happiness Report (2022),World Happiness Report (2022).csv,True,17,Entity,ok,sources/owid-datasets/italy/World_Happiness_Report_2022_d3cd2df0.csv
World Inequality Database (WID) - Pretax income,World Inequality Database (WID) - Pretax income.csv,True,10,Entity,ok,sources/owid-datasets/italy/World_Inequality_Database_WID_-_Pretax_income_e6dbb861.csv
World Press Freedom Index - Reporters sans Frontieres (2022),World Press Freedom Index - Reporters sans Frontieres (2022).csv,False,0,,read_fail: No columns to parse from file,
World Regions according to the World Bank,World Regions according to the World Bank.csv,True,1,Entity,ok,sources/owid-datasets/italy/World_Regions_according_to_the_World_Bank_48aec660.csv
World conflict death rate since 1989 (various sources),World conflict death rate since 1989 (various sources).csv,False,0,Entity,ok,
World conflict deaths (various sources),World conflict deaths (various sources).csv,False,0,Entity,ok,
"Year of Maternal and Neonatal Tetanus (MNT) elimination (WHO and KIWANIS, 2018)","Year of Maternal and Neonatal Tetanus (MNT) elimination (WHO and KIWANIS, 2018).csv",False,0,Entity,ok,
Year of last Rinderpest case - OIE (2018),Year of last Rinderpest case - OIE (2018).csv,True,1,Entity,ok,sources/owid-datasets/italy/Year_of_last_Rinderpest_case_-_OIE_2018_c2dc60a5.csv
Year of last recorded wild poliomyelitis virus - WHO (GPEI) (2017),Year of last recorded wild poliomyelitis virus - WHO (GPEI) (2017).csv,True,1,Entity,ok,sources/owid-datasets/italy/Year_of_last_recorded_wild_poliomyelitis_virus_-_WHO_GPEI_2017_2e573fd7.csv
Year of smallpox eradication by country - WHO (1988),Year of smallpox eradication by country - WHO (1988).csv,True,1,Entity,ok,sources/owid-datasets/italy/Year_of_smallpox_eradication_by_country_-_WHO_1988_a1af838f.csv
Year when same-sex sexual acts became legal – OWID based on Kenny & Patel (2017) and Carroll & Mendo,Year when same-sex sexual acts became legal – OWID based on Kenny & Patel (2017) and Carroll & Mendo.csv,False,0,,read_fail: No columns to parse from file,
"Years of Schooling - based on Lee-Lee (2016), Barro-Lee (2018) and UNDP (2018)","Years of Schooling - based on Lee-Lee (2016), Barro-Lee (2018) and UNDP (2018).csv",True,52,Entity,ok,sources/owid-datasets/italy/Years_of_Schooling_-_based_on_Lee-Lee_2016_Barro-Lee_2018_and_UNDP_2018_e707354d.csv
"Years of Schooling - based on Lee-Lee (2016), Barro-Lee (2018); and UNDP (2018)","Years of Schooling - based on Lee-Lee (2016), Barro-Lee (2018); and UNDP (2018).csv",True,52,Entity,ok,sources/owid-datasets/italy/Years_of_Schooling_-_based_on_Lee-Lee_2016_Barro-Lee_2018_and_UNDP_2018_123e38f6.csv
YouGov-Imperial COVID-19 Behavior Tracker,YouGov-Imperial COVID-19 Behavior Tracker.csv,True,17,Entity,ok,sources/owid-datasets/italy/YouGov-Imperial_COVID-19_Behavior_Tracker_6422bf83.csv
Youth Mortality Rates - UN IGME (2021),Youth Mortality Rates - UN IGME (2021).csv,True,71,Entity,ok,sources/owid-datasets/italy/Youth_Mortality_Rates_-_UN_IGME_2021_2a8df137.csv
ocean_waste_by_item,ocean_waste_by_item.csv,False,0,Entity,ok,
ocean_waste_global_top10,ocean_waste_global_top10.csv,False,0,Entity,ok,
ocean_waste_items_by_region,ocean_waste_items_by_region.csv,False,0,Entity,ok,
pm25-exposure-world-bank,pm25-exposure-world-bank.csv,True,12,Entity,ok,sources/owid-datasets/italy/pm25-exposure-world-bank_c1902d50.csv
